,,0
ps9,LOS_TOT_SUPRESSED_count,0.31741410385829844
LabCount_std,DrugCount_sum,0.3171611253031254
DrugCount_sum,LabCount_std,0.3171611253031254
LabCount_max,DrugCount_std,0.3170981018511526
DrugCount_std,LabCount_max,0.3170981018511526
no_lab_instances,LabCount_mean,0.31708037720014287
LabCount_mean,no_lab_instances,0.31708037720014287
no_lab_instances_MISS,pg2,0.31677048716748585
pg2,no_lab_instances_MISS,0.31677048716748585
sp2,ps3,0.3167213050876174
ps3,sp2,0.3167213050876174
sp10,no_Claims,0.31654498763328054
no_Claims,sp10,0.31654498763328054
DSFS_range,CharlsonIndex_range,0.31623557327969587
CharlsonIndex_range,DSFS_range,0.31623557327969587
DrugCount_sum,LabCount_max,0.3158551190910629
LabCount_max,DrugCount_sum,0.3158551190910629
LabCount_sum,PayDelay_min,0.31568386042628555
PayDelay_min,LabCount_sum,0.31568386042628555
no_PlaceSvcs,pcg12,0.31566797907962524
pcg12,no_PlaceSvcs,0.31566797907962524
pcg42,ps1,0.3155655895890111
ps1,pcg42,0.3155655895890111
sp8,pg2,0.31544713920402456
pg2,sp8,0.31544713920402456
ps3,LOS_TOT_KNOWN_count,0.31517438757674704
LOS_TOT_KNOWN_count,ps3,0.31517438757674704
LabCount_sum,pg5,0.3151589580088196
pg5,LabCount_sum,0.3151589580088196
pg7,no_PlaceSvcs,0.3150144384752638
no_PlaceSvcs,pg7,0.3150144384752638
no_Specialties,CharlsonIndex_range,0.3149552877961537
CharlsonIndex_range,no_Specialties,0.3149552877961537
pg2,pcg24,0.3148063219004756
pcg24,pg2,0.3148063219004756
pcg23,DrugCount_mean,0.31468276597888334
DrugCount_mean,pcg23,0.31468276597888334
no_lab_instances,pcg16,0.31457503250260443
pcg16,no_lab_instances,0.31457503250260443
LOS_TOT_UNKNOWN_count,sp10,0.31447469445627846
sp10,LOS_TOT_UNKNOWN_count,0.31447469445627846
CharlsonIndex_max,no_PlaceSvcs,0.31442291703457115
no_PlaceSvcs,CharlsonIndex_max,0.31442291703457115
CharlsonIndex_range,DSFS_max,0.31406799426088167
DSFS_max,CharlsonIndex_range,0.31406799426088167
LOS_TOT_KNOWN_count,no_PrimaryConditionGroups,0.31405876751341766
no_PrimaryConditionGroups,LOS_TOT_KNOWN_count,0.31405876751341766
no_Claims,LabCount_mean,0.3137689941939612
LabCount_mean,no_Claims,0.3137689941939612
pcg23,DrugCount_std,0.3132147539317669
DrugCount_std,pcg23,0.3132147539317669
no_ProcedureGroups,CharlsonIndex_range,0.31305119690200317
CharlsonIndex_range,no_ProcedureGroups,0.31305119690200317
sp1,DSFS_max,0.31291604919223026
DSFS_max,sp1,0.31291604919223026
ClaimsTruncated,CharlsonIndex_max,0.31291055682966207
CharlsonIndex_max,ClaimsTruncated,0.31291055682966207
CharlsonIndex_range,sp2,0.31268590518979145
sp2,CharlsonIndex_range,0.31268590518979145
ps3,sp6,0.31262472900796834
sp6,ps3,0.31262472900796834
LabCount_std,DrugCount_std,0.31247222900522065
DrugCount_std,LabCount_std,0.31247222900522065
pg11,LOS_TOT_UNKNOWN_count,0.31185942904154773
LOS_TOT_UNKNOWN_count,pg11,0.31185942904154773
CharlsonIndex_std,pg2,0.31172343256464724
pg2,CharlsonIndex_std,0.31172343256464724
sp9,DSFS_mean,0.31136011448842565
DSFS_mean,sp9,0.31136011448842565
LabCount_std,DrugCount_max,0.31119108917499927
DrugCount_max,LabCount_std,0.31119108917499927
CharlsonIndex_min,DrugCount_max,0.31104118696392785
DrugCount_max,CharlsonIndex_min,0.31104118696392785
PayDelay_sum,sp10,0.31082170288951005
sp10,PayDelay_sum,0.31082170288951005
ps4,LengthOfStay_max,0.3106513727771227
LengthOfStay_max,ps4,0.3106513727771227
no_Providers,CharlsonIndex_std,0.309005471756817
CharlsonIndex_std,no_Providers,0.309005471756817
PayDelay_min,no_lab_instances,0.3089081971724233
no_lab_instances,PayDelay_min,0.3089081971724233
ps4,pcg1,0.3089016877337133
pcg1,ps4,0.3089016877337133
DSFS_std,pg3,0.30862936158016196
pg3,DSFS_std,0.30862936158016196
pcg16,pg4,0.30862209905713445
pg4,pcg16,0.30862209905713445
LabCount_mean,pg4,0.3077049441664662
pg4,LabCount_mean,0.3077049441664662
no_PrimaryConditionGroups,sp8,0.3074864328771139
sp8,no_PrimaryConditionGroups,0.3074864328771139
ps4,LOS_TOT_KNOWN_count,0.30729343143352794
LOS_TOT_KNOWN_count,ps4,0.30729343143352794
sp2,ps2,0.3070817550846364
ps2,sp2,0.3070817550846364
pcg28,no_Providers,0.3067444606235382
no_Providers,pcg28,0.3067444606235382
PayDelay_std,DSFS_sum,0.3065753319663496
DSFS_sum,PayDelay_std,0.3065753319663496
no_drug_instances,no_lab_instances_MISS,0.3059312652159177
no_lab_instances_MISS,no_drug_instances,0.3059312652159177
ps1,CharlsonIndex_std,0.30592325081625904
CharlsonIndex_std,ps1,0.30592325081625904
DSFS_min,no_Vendors,0.30556982157674656
no_Vendors,DSFS_min,0.30556982157674656
CharlsonIndex_range,no_lab_instances,0.305419506221601
no_lab_instances,CharlsonIndex_range,0.305419506221601
sp2,sp3,0.30531269294824026
sp3,sp2,0.30531269294824026
LengthOfStay_max,LOS_TOT_SUPRESSED_count,0.30500708594836873
LOS_TOT_SUPRESSED_count,LengthOfStay_max,0.30500708594836873
no_PrimaryConditionGroups,no_drug_instances_MISS,0.30466008056332694
no_drug_instances_MISS,no_PrimaryConditionGroups,0.30466008056332694
pg7,DrugCount_mean,0.3044740282817701
DrugCount_mean,pg7,0.3044740282817701
no_Providers,DSFS_min,0.30411113229677833
DSFS_min,no_Providers,0.30411113229677833
LabCount_sum,LabCount_min,0.3037409923204376
LabCount_min,LabCount_sum,0.3037409923204376
LOS_TOT_KNOWN_count,sp2,0.30366035940602104
sp2,LOS_TOT_KNOWN_count,0.30366035940602104
no_ProcedureGroups,pg13,0.30351478070419163
pg13,no_ProcedureGroups,0.30351478070419163
CharlsonIndex_max,sp6,0.3034685185716317
sp6,CharlsonIndex_max,0.3034685185716317
pcg39,sp2,0.30302960880951374
sp2,pcg39,0.30302960880951374
no_Vendors,LengthOfStay_max,0.3030131775433981
LengthOfStay_max,no_Vendors,0.3030131775433981
pcg3,sp1,0.3029313001617562
sp1,pcg3,0.3029313001617562
PayDelay_max,no_lab_instances,0.30242335138055576
no_lab_instances,PayDelay_max,0.30242335138055576
pcg23,DSFS_std,0.30224471477060955
DSFS_std,pcg23,0.30224471477060955
PayDelay_min,LabCount_mean,0.3019569926771889
LabCount_mean,PayDelay_min,0.3019569926771889
pg8,LengthOfStay_std,0.30179157184835465
LengthOfStay_std,pg8,0.30179157184835465
pg3,pcg38,0.30174125745123176
pcg38,pg3,0.30174125745123176
ps6,no_Vendors,0.3012724478439549
no_Vendors,ps6,0.3012724478439549
PayDelay_std,PayDelay_min,0.3011896241272067
PayDelay_min,PayDelay_std,0.3011896241272067
ps6,pcg28,0.30097148398910284
pcg28,ps6,0.30097148398910284
pg1,no_Claims,0.30026959383413065
no_Claims,pg1,0.30026959383413065
pcg39,no_Vendors,0.30012037574363215
no_Vendors,pcg39,0.30012037574363215
LabCount_mean,ps2,0.30005769887489636
ps2,LabCount_mean,0.30005769887489636
pcg3,no_PrimaryConditionGroups,0.29995787666718704
no_PrimaryConditionGroups,pcg3,0.29995787666718704
sexMISS,no_Providers,0.29983013663367913
no_Providers,sexMISS,0.29983013663367913
LabCount_std,CharlsonIndex_mean,0.29982566761825
CharlsonIndex_mean,LabCount_std,0.29982566761825
DrugCount_std,sp6,0.2997468234972495
sp6,DrugCount_std,0.2997468234972495
sp3,LabCount_mean,0.2996845544530846
LabCount_mean,sp3,0.2996845544530846
pg8,PayDelay_sum,0.29960209607188576
PayDelay_sum,pg8,0.29960209607188576
DrugCount_mean,CharlsonIndex_min,0.2995242142200298
CharlsonIndex_min,DrugCount_mean,0.2995242142200298
pg3,PayDelay_max,0.29916324637092245
PayDelay_max,pg3,0.29916324637092245
LOS_TOT_UNKNOWN_count,pcg24,0.2991120602667248
pcg24,LOS_TOT_UNKNOWN_count,0.2991120602667248
DrugCount_min,DrugCount_std,0.2990550317107085
DrugCount_std,DrugCount_min,0.2990550317107085
LabCount_sum,PayDelay_max,0.29886015838796964
PayDelay_max,LabCount_sum,0.29886015838796964
no_PrimaryConditionGroups,pg11,0.29869545175815226
pg11,no_PrimaryConditionGroups,0.29869545175815226
no_drug_instances_MISS,DSFS_std,0.29829340767596496
DSFS_std,no_drug_instances_MISS,0.29829340767596496
no_ProcedureGroups,pcg23,0.2978283122154897
pcg23,no_ProcedureGroups,0.2978283122154897
LOS_TOT_UNKNOWN_count,ps5,0.2975713380510724
ps5,LOS_TOT_UNKNOWN_count,0.2975713380510724
no_lab_instances_MISS,pcg27,0.29749742686216757
pcg27,no_lab_instances_MISS,0.29749742686216757
ps10,pcg46,0.29736273831964666
pcg46,ps10,0.29736273831964666
no_Vendors,sexMISS,0.2973105135170255
sexMISS,no_Vendors,0.2973105135170255
pcg28,no_ProcedureGroups,0.29706500784914736
no_ProcedureGroups,pcg28,0.29706500784914736
pcg28,PayDelay_sum,0.29689997270204094
PayDelay_sum,pcg28,0.29689997270204094
no_PrimaryConditionGroups,pcg24,0.2968702970940091
pcg24,no_PrimaryConditionGroups,0.2968702970940091
DSFS_mean,pcg27,0.2967379773691896
pcg27,DSFS_mean,0.2967379773691896
ps5,pg5,0.2967118687313852
pg5,ps5,0.2967118687313852
no_Vendors,pcg28,0.2966770575444081
pcg28,no_Vendors,0.2966770575444081
DrugCount_mean,no_PlaceSvcs,0.29664986579676544
no_PlaceSvcs,DrugCount_mean,0.29664986579676544
no_drug_instances_MISS,DSFS_mean,0.2965364186034414
DSFS_mean,no_drug_instances_MISS,0.2965364186034414
no_Claims,pcg24,0.2964679610014462
pcg24,no_Claims,0.2964679610014462
no_PrimaryConditionGroups,pcg12,0.2962328828799735
pcg12,no_PrimaryConditionGroups,0.2962328828799735
pg5,LOS_TOT_KNOWN_count,0.2962161019653987
LOS_TOT_KNOWN_count,pg5,0.2962161019653987
pg8,pg1,0.2961952296581818
pg1,pg8,0.2961952296581818
sp2,PayDelay_std,0.2961144017086299
PayDelay_std,sp2,0.2961144017086299
sp9,DSFS_std,0.2957867928315232
DSFS_std,sp9,0.2957867928315232
PayDelay_sum,sp8,0.29561756936728395
sp8,PayDelay_sum,0.29561756936728395
pcg27,no_Providers,0.29557202507545854
no_Providers,pcg27,0.29557202507545854
sp1,sp6,0.2955369818401367
sp6,sp1,0.2955369818401367
no_Vendors,pcg27,0.2954541385453416
pcg27,no_Vendors,0.2954541385453416
DSFS_sum,sp10,0.294952333133814
sp10,DSFS_sum,0.294952333133814
DSFS_min,no_ProcedureGroups,0.29481585734809984
no_ProcedureGroups,DSFS_min,0.29481585734809984
CharlsonIndex_min,LOS_TOT_UNKNOWN_count,0.2946457508862421
LOS_TOT_UNKNOWN_count,CharlsonIndex_min,0.2946457508862421
no_Providers,pg11,0.29458835150149454
pg11,no_Providers,0.29458835150149454
CharlsonIndex_std,no_Vendors,0.2945096053767999
no_Vendors,CharlsonIndex_std,0.2945096053767999
LabCount_sum,CharlsonIndex_min,0.29427292971928565
CharlsonIndex_min,LabCount_sum,0.29427292971928565
sp2,pg7,0.29361683620374535
pg7,sp2,0.29361683620374535
PayDelay_std,sp6,0.29303262462415747
sp6,PayDelay_std,0.29303262462415747
pcg24,sp2,0.2928945316672007
sp2,pcg24,0.2928945316672007
sp7,no_ProcedureGroups,0.29264702299018347
no_ProcedureGroups,sp7,0.29264702299018347
sp6,DrugCount_max,0.29223852674866135
DrugCount_max,sp6,0.29223852674866135
PayDelay_std,pg5,0.292049747195593
pg5,PayDelay_std,0.292049747195593
DSFS_range,CharlsonIndex_std,0.2920381886360805
CharlsonIndex_std,DSFS_range,0.2920381886360805
pcg28,no_PrimaryConditionGroups,0.29193593215479063
no_PrimaryConditionGroups,pcg28,0.29193593215479063
CharlsonIndex_min,no_Claims,0.29180843238087667
no_Claims,CharlsonIndex_min,0.29180843238087667
sp6,LOS_TOT_KNOWN_count,0.29177837269359225
LOS_TOT_KNOWN_count,sp6,0.29177837269359225
pcg24,DSFS_sum,0.29165208374129054
DSFS_sum,pcg24,0.29165208374129054
DrugCount_max,CharlsonIndex_range,0.29078748954575023
CharlsonIndex_range,DrugCount_max,0.29078748954575023
pg13,no_Providers,0.29074910598312065
no_Providers,pg13,0.29074910598312065
pg2,ps3,0.290363733734485
ps3,pg2,0.290363733734485
CharlsonIndex_std,DSFS_max,0.2900638537939233
DSFS_max,CharlsonIndex_std,0.2900638537939233
sp6,LabCount_std,0.2898210929508553
LabCount_std,sp6,0.2898210929508553
DSFS_sum,CharlsonIndex_min,0.28963078982502133
CharlsonIndex_min,DSFS_sum,0.28963078982502133
sp7,no_Vendors,0.2893473088438256
no_Vendors,sp7,0.2893473088438256
pg2,pcg28,0.288905842457235
pcg28,pg2,0.288905842457235
sp7,no_Providers,0.2888880602964699
no_Providers,sp7,0.2888880602964699
pg11,DSFS_sum,0.288835922720036
DSFS_sum,pg11,0.288835922720036
sp1,pcg11,0.2888354488127691
pcg11,sp1,0.2888354488127691
PayDelay_max,no_drug_instances,0.2884969324457478
no_drug_instances,PayDelay_max,0.2884969324457478
DSFS_std,sp6,0.2883189568625698
sp6,DSFS_std,0.2883189568625698
DrugCount_sum,CharlsonIndex_range,0.2882698934280086
CharlsonIndex_range,DrugCount_sum,0.2882698934280086
ps4,no_PrimaryConditionGroups,0.2879503256381126
no_PrimaryConditionGroups,ps4,0.2879503256381126
ps6,sp7,0.2874439377714011
sp7,ps6,0.2874439377714011
DrugCount_std,pg5,0.287356424456196
pg5,DrugCount_std,0.287356424456196
no_ProcedureGroups,CharlsonIndex_std,0.2872018680404908
CharlsonIndex_std,no_ProcedureGroups,0.2872018680404908
PayDelay_std,no_lab_instances_MISS,0.2871840240596964
no_lab_instances_MISS,PayDelay_std,0.2871840240596964
CharlsonIndex_mean,no_PlaceSvcs,0.2871616085537136
no_PlaceSvcs,CharlsonIndex_mean,0.2871616085537136
no_drug_instances,pg3,0.28709036322778225
pg3,no_drug_instances,0.28709036322778225
no_lab_instances,sp6,0.28705663107184365
sp6,no_lab_instances,0.28705663107184365
pcg23,no_lab_instances_MISS,0.2864356789440216
no_lab_instances_MISS,pcg23,0.2864356789440216
pg3,DrugCount_std,0.28642066531978094
DrugCount_std,pg3,0.28642066531978094
no_Vendors,pg13,0.28640871595254974
pg13,no_Vendors,0.28640871595254974
pg2,pcg12,0.2862689696620408
pcg12,pg2,0.2862689696620408
DrugCount_sum,pg3,0.28597723018597315
pg3,DrugCount_sum,0.28597723018597315
LOS_TOT_UNKNOWN_count,no_drug_instances_MISS,0.28592633253400723
no_drug_instances_MISS,LOS_TOT_UNKNOWN_count,0.28592633253400723
no_Claims,no_drug_instances_MISS,0.2856145562853647
no_drug_instances_MISS,no_Claims,0.2856145562853647
no_PrimaryConditionGroups,pcg39,0.2854647213337647
pcg39,no_PrimaryConditionGroups,0.2854647213337647
DSFS_min,no_PlaceSvcs,0.2852882916224341
no_PlaceSvcs,DSFS_min,0.2852882916224341
LengthOfStay_max,no_Providers,0.28519094430820147
no_Providers,LengthOfStay_max,0.28519094430820147
sp6,pcg12,0.28507035565802885
pcg12,sp6,0.28507035565802885
no_Specialties,sp7,0.28499824790151557
sp7,no_Specialties,0.28499824790151557
sp2,pcg1,0.2848942461729517
pcg1,sp2,0.2848942461729517
pcg27,no_Specialties,0.28486249344051534
no_Specialties,pcg27,0.28486249344051534
pg13,no_Claims,0.28482146072686565
no_Claims,pg13,0.28482146072686565
CharlsonIndex_range,pg4,0.28470228302913175
pg4,CharlsonIndex_range,0.28470228302913175
no_drug_instances,pcg24,0.2846782711789259
pcg24,no_drug_instances,0.2846782711789259
no_Specialties,CharlsonIndex_std,0.2846234081660178
CharlsonIndex_std,no_Specialties,0.2846234081660178
pcg27,ps1,0.28453289997241876
ps1,pcg27,0.28453289997241876
no_Specialties,DSFS_min,0.28451091917538956
DSFS_min,no_Specialties,0.28451091917538956
pcg39,sp6,0.2843260168651951
sp6,pcg39,0.2843260168651951
pg5,DSFS_std,0.2841827390355956
DSFS_std,pg5,0.2841827390355956
pg2,pg11,0.284091835443641
pg11,pg2,0.284091835443641
LabCount_min,no_ProcedureGroups,0.2839857877075864
no_ProcedureGroups,LabCount_min,0.2839857877075864
sp6,no_drug_instances,0.2836285991905435
no_drug_instances,sp6,0.2836285991905435
pcg39,pcg1,0.28361917012811966
pcg1,pcg39,0.28361917012811966
ps3,pg13,0.28326842542628444
pg13,ps3,0.28326842542628444
CharlsonIndex_range,DrugCount_std,0.2828685633349793
DrugCount_std,CharlsonIndex_range,0.2828685633349793
pg3,DrugCount_max,0.28285697041431274
DrugCount_max,pg3,0.28285697041431274
pg11,no_Specialties,0.2827634086051353
no_Specialties,pg11,0.2827634086051353
pcg12,no_Claims,0.28275976909060846
no_Claims,pcg12,0.28275976909060846
ClaimsTruncated,DrugCount_max,0.2827052577248194
DrugCount_max,ClaimsTruncated,0.2827052577248194
no_Vendors,sp9,0.2824489498543783
sp9,no_Vendors,0.2824489498543783
sp6,LabCount_max,0.28242047902474005
LabCount_max,sp6,0.28242047902474005
sexMISS,no_ProcedureGroups,0.2824102886193947
no_ProcedureGroups,sexMISS,0.2824102886193947
pg3,sp9,0.2820909384038843
sp9,pg3,0.2820909384038843
LabCount_max,DrugCount_mean,0.28192319214648337
DrugCount_mean,LabCount_max,0.28192319214648337
no_drug_instances,CharlsonIndex_min,0.281782116215585
CharlsonIndex_min,no_drug_instances,0.281782116215585
ps3,PayDelay_sum,0.28147938630825187
PayDelay_sum,ps3,0.28147938630825187
pg2,sp10,0.2812863818171295
sp10,pg2,0.2812863818171295
DrugCount_max,PayDelay_max,0.2811026107118514
PayDelay_max,DrugCount_max,0.2811026107118514
LengthOfStay_std,LOS_TOT_SUPRESSED_count,0.2810828830639705
LOS_TOT_SUPRESSED_count,LengthOfStay_std,0.2810828830639705
DrugCount_max,pg5,0.28092252867919904
pg5,DrugCount_max,0.28092252867919904
ClaimsTruncated,CharlsonIndex_mean,0.2808829434401888
CharlsonIndex_mean,ClaimsTruncated,0.2808829434401888
DrugCount_sum,sp6,0.2808273843263348
sp6,DrugCount_sum,0.2808273843263348
no_ProcedureGroups,sp12,0.28081994350616546
sp12,no_ProcedureGroups,0.28081994350616546
CharlsonIndex_range,no_drug_instances,0.2806631582603191
no_drug_instances,CharlsonIndex_range,0.2806631582603191
CharlsonIndex_range,DSFS_mean,0.2806392999204771
DSFS_mean,CharlsonIndex_range,0.2806392999204771
pcg12,no_Specialties,0.2805279146020687
no_Specialties,pcg12,0.2805279146020687
CharlsonIndex_min,DrugCount_std,0.2803632929827885
DrugCount_std,CharlsonIndex_min,0.2803632929827885
LOS_TOT_UNKNOWN_count,LOS_TOT_KNOWN_count,0.2799209493289897
LOS_TOT_KNOWN_count,LOS_TOT_UNKNOWN_count,0.2799209493289897
pg5,CharlsonIndex_max,0.2797209738821451
CharlsonIndex_max,pg5,0.2797209738821451
ps3,DSFS_sum,0.27964136323314726
DSFS_sum,ps3,0.27964136323314726
pcg3,DSFS_range,0.2796304249421128
DSFS_range,pcg3,0.2796304249421128
pcg24,ps1,0.27946817404425894
ps1,pcg24,0.27946817404425894
LabCount_std,pg5,0.27926233680772444
pg5,LabCount_std,0.27926233680772444
CharlsonIndex_std,LabCount_sum,0.27922381880010166
LabCount_sum,CharlsonIndex_std,0.27922381880010166
pcg3,DSFS_max,0.27895216684989765
DSFS_max,pcg3,0.27895216684989765
pg5,no_drug_instances,0.2786766994420403
no_drug_instances,pg5,0.2786766994420403
sexMISS,no_PlaceSvcs,0.2784292251626859
no_PlaceSvcs,sexMISS,0.2784292251626859
LOS_TOT_UNKNOWN_count,pcg42,0.2778948076718774
pcg42,LOS_TOT_UNKNOWN_count,0.2778948076718774
ps6,no_Providers,0.27782027339060145
no_Providers,ps6,0.27782027339060145
pcg42,sp2,0.2778117193764763
sp2,pcg42,0.2778117193764763
sp12,no_PlaceSvcs,0.2777645134244072
no_PlaceSvcs,sp12,0.2777645134244072
pcg2,pg1,0.27762655442020234
pg1,pcg2,0.27762655442020234
age_70-79,no_drug_instances,0.27739770357241494
no_drug_instances,age_70-79,0.27739770357241494
no_Claims,sp8,0.2769593507313652
sp8,no_Claims,0.2769593507313652
PayDelay_sum,pg1,0.2769459321390283
pg1,PayDelay_sum,0.2769459321390283
sexMISS,no_Specialties,0.27651819564913804
no_Specialties,sexMISS,0.27651819564913804
CharlsonIndex_range,ps2,0.27647153810645353
ps2,CharlsonIndex_range,0.27647153810645353
LOS_TOT_UNKNOWN_count,pg8,0.27616622571507565
pg8,LOS_TOT_UNKNOWN_count,0.27616622571507565
sp3,CharlsonIndex_range,0.2760280172181096
CharlsonIndex_range,sp3,0.2760280172181096
ClaimsTruncated,no_Specialties,0.2757946191822461
no_Specialties,ClaimsTruncated,0.2757946191822461
no_ProcedureGroups,sp8,0.2755960148184791
sp8,no_ProcedureGroups,0.2755960148184791
no_drug_instances_MISS,DSFS_sum,0.27548809450970296
DSFS_sum,no_drug_instances_MISS,0.27548809450970296
pcg12,PayDelay_sum,0.27513741383666435
PayDelay_sum,pcg12,0.27513741383666435
pcg28,no_Specialties,0.2746999590448341
no_Specialties,pcg28,0.2746999590448341
pg5,no_lab_instances,0.27458379371851577
no_lab_instances,pg5,0.27458379371851577
LengthOfStay_max,no_ProcedureGroups,0.2745092968349305
no_ProcedureGroups,LengthOfStay_max,0.2745092968349305
PayDelay_max,DrugCount_sum,0.27445708071692304
DrugCount_sum,PayDelay_max,0.27445708071692304
PayDelay_max,DrugCount_std,0.2742223254536194
DrugCount_std,PayDelay_max,0.2742223254536194
no_PlaceSvcs,pcg39,0.27404074644148085
pcg39,no_PlaceSvcs,0.27404074644148085
PayDelay_sum,pcg24,0.27360263308003435
